,name,rows,cols,ub,link
714,False,,,False,https://www.kaggle.com/datasets/asmitbandyopadhyay/bank-customer-churn-prediction-model
715,CUSTOMER,3333.0,11.0,1.18,https://www.kaggle.com/datasets/ankitjpatel/customer
716,False,,,False,https://www.kaggle.com/datasets/rruchi/churn-prediction
717,Guardian_Customer_Churn,5630.0,20.0,2.35,https://www.kaggle.com/datasets/hat111111/guardian-customer-churn
718,customer,3333.0,11.0,1.18,https://www.kaggle.com/datasets/techinfoguruyash/customer
719,Customer_Churn_Large_Dataset,100000.0,9.0,1.18,https://www.kaggle.com/datasets/saisuraj9999/customer-churn-large-dataset
720,Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mitultank/customer-churn
721,customer_churn,32800.0,13.0,2.35,https://www.kaggle.com/datasets/rohithkoripelli/customer-churn
722,customer_churn,113000.0,12.0,2.35,https://www.kaggle.com/datasets/samridhi350/customer-churn
723,customer_churn_data,5880.0,21.0,2.35,https://www.kaggle.com/datasets/ameergul1234/customer-churn-data
724,customer_churn,10000.0,14.0,2.35,https://www.kaggle.com/datasets/vanshkhandelwal5627/customer-churn
725,Telcom_Customer_Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ahmedmagdiii/telcom-customer-churn
726,Telco Churn Dataset,7043.0,16.0,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset
727,qwetrytyg,10000.0,12.0,2.35,https://www.kaggle.com/datasets/kottedasaichandu/qwetrytyg
728,Customer1,10000.0,12.0,2.35,https://www.kaggle.com/datasets/kottedasaichandu/customer1
729,Telco Churn Dataset 2,7043.0,16.0,2.35,https://www.kaggle.com/datasets/adrianwinaya/telco-churn-dataset-2
730,False,,,False,https://www.kaggle.com/datasets/mithunkuamr/customer-churn
731,Churn_Telco,7043.0,21.0,2.35,https://www.kaggle.com/datasets/akincoskun/churn-telco
732,customer_churn_data_set,32800.0,13.0,2.35,https://www.kaggle.com/datasets/venupilli/customer-churn-data-set
733,telco_customer_churn_19_09_2019,7043.0,21.0,1.18,https://www.kaggle.com/datasets/marcusbao1/telco-customer-churn-19-09-2019
734,churn_p,7043.0,21.0,2.35,https://www.kaggle.com/datasets/darshanjadhav248/churn-p
735,Customer_Churn_Prediction_Task,10000.0,2.0,2.35,https://www.kaggle.com/datasets/itsprateeksagar/customer-churn-prediction-task
736,customer_churn_dataset,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mohammedelhetemy/customer-churn-dataset
737,Telecom_department_customer_data_churn_csv,75000.0,32.0,2.35,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn-csv
738,Telecom Data Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/tahirriaz/telecom-data-churn
739,customer_churn_dataset-training-master,64400.00000000001,12.0,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master
740,customer_churn_dataset-training-master1,64400.00000000001,12.0,3.53,https://www.kaggle.com/datasets/meghaganguly/customer-churn-dataset-training-master1
741,customer_churn_dataset-training-master,441000.0,12.0,3.53,https://www.kaggle.com/datasets/mrzero01/customer-churn-dataset-training-master
742,Telco_Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/serdartohma/telco-customer-churn
743,Churn_Prediction - Logistic_Regression,7043.0,21.0,2.35,https://www.kaggle.com/datasets/naveenklakshman/churn-prediction-logistic-regression
744,Telco_customer_churn_7k,6999.0,33.0,2.35,https://www.kaggle.com/datasets/soumyadse/telco-customer-churn-7k
745,Teleco_Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/parjanyaadityashukla/teleco-customer-churn
746,Telco_customer_churn.csv,7043.0,33.0,2.35,https://www.kaggle.com/datasets/manassehjoseph/telco-customer-churn-csv
747,customer_churn_dataset.csv,441000.0,12.0,2.35,https://www.kaggle.com/datasets/yousefhossam2222/customer-churn-dataset-csv
748,False,,,False,https://www.kaggle.com/datasets/raajaganesan/telecom-department-customer-data-churn
749,customer_churn_dataset,441000.0,12.0,2.35,https://www.kaggle.com/datasets/pratap684/customer-churn-dataset
750,Churndata,999.0,23.0,2.35,https://www.kaggle.com/datasets/ritikmadhasia/churndata
751,customer_churn,7043.0,38.0,1.18,https://www.kaggle.com/datasets/shiyamey/customer-churn
752,Bank_Customer_Churn,10000.0,13.0,4.12,https://www.kaggle.com/datasets/ahmednashatmahmoud/bank-customer-churn
753,ChurnDataRM,1000.0,7.0,0,https://www.kaggle.com/datasets/fabioheiji/churndatarm
754,False,,,False,https://www.kaggle.com/datasets/ritobrotomohanto/customer-churn
755,final.odev,10000.0,18.0,1.18,https://www.kaggle.com/datasets/eylulnidafirinci/finalodev
756,customerchurn,4250.0,20.0,1.18,https://www.kaggle.com/datasets/vishalchy/customer-churn-train
757,Telco_Churn_Customer,20000.0,26.0,1.18,https://www.kaggle.com/datasets/harpmaujia/telco-churn-customer
758,Customer_Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/praveenrwl/customer-churn
759,False,,,False,https://www.kaggle.com/datasets/obinna11/bank-customer-churn
760,Customer_churn_prediction_xgb,7043.0,21.0,1.18,https://www.kaggle.com/datasets/isapakistan/customer-churn-prediction-xgb
761,Churn_Telco,7043.0,21.0,1.18,https://www.kaggle.com/datasets/abdullah525/churn-telco
762,Customer_churn,14600.0,44.0,1.18,https://www.kaggle.com/datasets/pavithransn/customer-churn
763,telco_churn_csv,7043.0,21.0,1.18,https://www.kaggle.com/datasets/mydang1306/telco-churn-csv
764,Telcom_Customer_Churn,7043.0,30.0,0,https://www.kaggle.com/datasets/hinalpandya1592/telcom-customer-churn
765,hcltech_dataset,999.0,22.0,0,https://www.kaggle.com/datasets/ankitprem/hcltech-dataset
766,uv6696,6347.0,13.0,0,https://www.kaggle.com/datasets/dnyaneshpainjane/uv6696
767,Churn_Modelling,10000.0,14.0,5.29,https://www.kaggle.com/datasets/jayapriyadatascience/churn-modelling
